,Person,Responsibility,imdbID
31738,Erich Ebermayer,novel,tt0031090
31739,Erich Ebermayer,screenplay,tt0031090
31740,Kurt Heuser,screenplay,tt0031090
31741,Stephan Bookas,story,tt4003014
31742,Vladimir Rizun,story,tt4003014
31743,Julian Johnson,titles,tt0018589
31744,Hope Loring,adaptation,tt0018589
31745,Ernest Vajda,play,tt0018589
31746,Ken Fisher,story,tt4258092
31747,Robyn Grahn,story,tt4258092
31748,Hervé Bodilis,screenplay,tt3445616
31749,Billie Mintz,screenplay,tt1235437
31750,Jeffrey Stewart Timmins,screenplay,tt1235437
31751,Robert Zemeckis,screenplay,tt1067106
31752,Charles Dickens,novel,tt1067106
31753,Jessica Brunetto,story editor,tt1753423
31754,O. Henry,story,tt0429802
31755,Harry Chandlee,story,tt0278603
31756,Jonathan Marc Sherman,play,tt0271020
31757,Audrey Elizabeth Evans,short story,tt0461251
31758,Arthur Miller,play,tt0299119
31759,Ira Simmons,adaptation,tt0299119
31760,Homer Brightman,story,tt0047108
31761,Gay Block,book,tt0135103
31762,Malka Drucker,book,tt0135103
31763,Ernest Kinoy,segment,tt0135103
31764,Susan Nanus,segment,tt0135103
31765,Thomas Wolfe,novel,tt0080160
31766,Vasili Belayev,segment,tt0122755
31767,Yuri German,segment,tt0122755
31768,Leonid Leonov,segment,tt0122755
31769,Mikhail Rosenberg,segment,tt0122755
31770,Yevgeni Ryss,segment,tt0122755
31771,Aleksandr Shtein,segment,tt0122755
31772,Vasili Voyevodin,segment,tt0122755
31773,Iogann Zeltser,segment,tt0122755
31774,Harry Ruskin,screenplay,tt0038704
31775,William Ludwig,screenplay,tt0038704
31776,Howard Dimsdale,original story,tt0038704
31777,Aurania Rouverol,based on the characters created by,tt0038704
31778,Crane Wilbur,scenario,tt0007511
31779,Yussef Issa,dialogue,tt0342748
31780,Yussef Issa,scenario,tt0342748
31781,Ezzel Dine Zulficar,script,tt0342748
31782,Gil McRipley,screenplay,tt2197893
31783,H.M. Walker,titles,tt0008208
31784,Ted Brengle,play,tt1424672
31785,Luis Fernando Midence,screenplay,tt1424672
31786,Nico Mastorakis,screenplay,tt0104969
31787,Nico Mastorakis,story,tt0104969
31788,Ida M. Evans,story,tt0010860
31789,Edith M. Kennedy,scenario,tt0010860
31790,Timothy A. Bennett,teleplay,tt0480270
31791,Dave Sheridan,teleplay,tt0480270
31792,Armaz Khornauli,story,tt5127636
31793,Henrik Martin Dahlsbakken,story,tt4182064
31794,Jason Quinn,screenplay,tt1774458
31795,Wild Man,story,tt2116851
31796,Hideki Kakinuma,story,tt0158825
31797,Robert Machoian,story,tt2946762
31798,Jörg Adolph,concept,tt1957889
31799,Stephan Szasz,contributor,tt1957889
31800,Katie Wech,based on a character created by,tt1977038
31801,Roderick Taylor,screenplay,tt0086356
31802,Peter Hyams,screenplay,tt0086356
31803,Roderick Taylor,story,tt0086356
31804,Ethel Ramos,story,tt0344275
31805,Emmanuel H. Borlaza,screenplay,tt0344275
31806,Farkhat Sharipov,scriptwriter,tt1859588
31807,Ernest George,play,tt0021811
31808,Mia Couto,book,tt0435487
31809,Caleb Copeland,storyline consultant,tt0762129
31810,Sinclair Lewis,play,tt0037368
31811,Fay Wray,play,tt0037368
31812,Wanda Tuchock,screenplay,tt0037368
31813,Ana Guevara,screenplay,tt1826876
31814,Leticia Jorge,screenplay,tt1826876
31815,Alice von Saxmar,story,tt0006119
31816,Neil Webster,additional material,tt4266120
31817,Wil Huygen,novel,tt0122511
31818,Rien Poortvliet,novel,tt0122511
31819,Isabelle Dubernet,scenario,tt1282230
31820,Eric Fuhrer,scenario,tt1282230
31821,Hélène Delale,scenario,tt1282230
31822,Hélène Delale,adaptation,tt1282230
31823,Jean-Luc Goossens,adaptation,tt1282230
31824,Jean-Luc Goossens,dialogue,tt1282230
31825,Paavo Haavikko,opera,tt0137895
31826,Paavo Haavikko,radio play,tt0137895
31827,Paavo Haavikko,screenplay,tt0137895
31828,Al Martin,screenplay,tt0034651
31829,Cortland Fitzsimmons,screenplay,tt0034651
31830,Al Martin,story,tt0034651
31831,Michaelangelo,creator,tt5377284
31832,Sloan Nibley,screenplay,tt0044488
31833,Winston Miller,screenplay,tt0044488
31834,Sloan Nibley,story,tt0044488
31835,Toshiki Inoue,screenplay,tt0471223
31836,Shôtarô Ishinomori,comic,tt0471223
31837,Raey Ang,story,tt3856944
31838,Roger Burford,dialogue,tt0167181
31839,Roger Burford,scenario,tt0167181
31840,Clifford Grey,dialogue,tt0167181
31841,Clifford Grey,scenario,tt0167181
31842,Curt Siodmak,dialogue,tt0167181
31843,Curt Siodmak,scenario,tt0167181
31844,Christopher Choyce,script,tt5536122
31845,Maleno Malenotti,story,tt0045821
31846,Lode Roose,translation,tt0948693
31847,Jennifer Brugman,screenplay,tt1216640
31848,Joe Wagner,consultant writer,tt1286158
31849,Samuel B. Jacobson,story,tt0351028
31850,Rockwood,head writer,tt3877230
31851,Georges Lacombe,shooting script,tt0144126
31852,Yves Mirande,dialogue,tt0144126
31853,Yves Mirande,screenplay,tt0144126
31854,Robert Vernay,shooting script,tt0144126
31855,DJ Perry,screenplay,tt5126178
31856,Dominique Schilling,collaborating writer,tt1357000
31857,Ken'ichi Yamamoto,based on the novel by,tt2500392
31858,Ross Dimsey,screenplay,tt0076015
31859,William Cowper,poem,tt2006144
31860,Nobuyuki Isshiki,screenplay,tt5282020
31861,Federico Bruno,screenplay,tt0326379
31862,Richard Connell,story,tt0014862
31863,Paul Schofield,adaptation,tt0014862
31864,Paul Schofield,screenplay,tt0014862
31865,Pierre Benoît,"story ""L'Atlantide""",tt0054641
31866,Pascal Jardin,original scenario,tt0185786
31867,Claude Sautet,original scenario,tt0185786
31868,Gilles Grangier,original scenario,tt0185786
31869,Pascal Jardin,dialogue,tt0185786
31870,Tariq Alexander,story,tt3674976
31871,Bud Fisher,comic strip Mutt and Jeff,tt0362662
31872,Mike Justice,screenplay,tt1412709
31873,Alexandra Gil,story,tt1880931
31874,Keiko Takemiya,manga,tt0081648
31875,O'Neil Bürgi,concept,tt2619868
31876,Gerald Geraghty,screenplay,tt0044035
31877,Alan James,story,tt0044035
31878,George Orwell,novel,tt3437568
31879,George Pearson,story,tt2261669
31880,Emil Forst,story,tt0016202
31881,Aaron Trinder,story,tt3114252
31882,Joseph Fritz,original screenplay,tt0053910
31883,Thomas Geary,story,tt0053910
31884,Darice Jones,screenplay,tt1571588
31885,Travis Maiuro,story,tt6004490
31886,Fred Dekker,story,tt0091223
31887,Ethan Wiley,screenplay,tt0091223
31888,James Douglass,scenario,tt0343623
31889,Wellington Chinsee,story,tt5735212
31890,Robert Sawyer,story,tt5735212
31891,Marco S. Puccioni,story,tt2418510
31892,Maurice Tombragel,screenplay,tt0043779
31893,Henrik Ibsen,play,tt0009020
31894,Charles Maigne,adaptation,tt0009020
31895,Maurice Tourneur,scenario,tt0009020
31896,Miriam Bode Rasmus,poem,tt0004077
31897,Cesar Amigo,story,tt4814844
31898,Eddie Romero,story,tt4814844
31899,Paul Armstrong,play,tt0004983
31900,Marc Edmund Jones,scenario,tt0004983
31901,Phillip J. Roth,story,tt0271451
31902,Daniel Knauf,screenplay,tt0271451
31903,Karl-Heinz Käfer,screenplay,tt1205492
31904,Jeremy Storey,screenwriter,tt1344611
31905,Roger Thomas,screenplay,tt1789691
31906,Ian Kennedy-Williams,screenplay,tt1650541
31907,Matt Rubinstein,screenplay,tt1650541
31908,David P. Ball,from an original story by,tt0182067
31909,Gail Hardman,screenplay,tt0182067
31910,William Shakespeare,by,tt1795371
31911,Rachel Berger,story,tt4106096
31912,Alexandre Paul Ilic,story,tt4106096
31913,Mike Greco,story,tt0094637
31914,Mike Greco,screenplay,tt0094637
31915,Bob Benedetto,screenplay,tt0094637
31916,Giuseppe Colizzi,screenplay,tt0064860
31917,Giuseppe Colizzi,story,tt0064860
31918,Dani Franklin,screenplay,tt1979196
31919,Jeanne-Marie Leprince de Beaumont,novel,tt1979196
31920,Eric La Barr,creator,tt1546978
31921,Reid Carolin,screenwriter,tt1515197
31922,Nunnally Johnson,screen play,tt0031877
31923,John Francis Larkin,based on a story by,tt0031877
31924,Jerry Horwin,based on a story by,tt0031877
31925,Kan Shimozawa,story,tt0164984
31926,Yang Shang,screenplay,tt1663958
31927,Imani Shakur,story,tt5958388
31928,Alyson Bell,screenplay,tt1415877
31929,Sandy Jeffs,poem,tt1415877
31930,Russell S. Doughten Jr.,screenplay,tt1056469
31931,Cindy Hill,true story,tt1056469
31932,Wayne Lunders,true story,tt1056469
31933,Donald W. Thompson,screenplay,tt1056469
31934,Emma Anderson Whitman,story,tt0010638
31935,Shant Dolbakian,story,tt2678260
31936,Charles Lapworth,story,tt0016127
31937,Elijah Nelson,screenplay,tt6137978
31938,Mary Jon Nelson,screenplay,tt6137978
31939,Shawn Nelson,screenplay,tt6137978
31940,Shawn Nelson,story,tt6137978
31941,David Croft,additional dialogue,tt3304386
31942,Ted Kavanagh,script,tt3304386
31943,Brian Ransom,screenplay,tt0415015
31944,Joseph Kessel,dialogue,tt0038335
31945,Joseph Kessel,screenplay,tt0038335
31946,Marcel Rivet,adaptation,tt0038335
31947,Marie Jackson,screenplay,tt0089090
31948,Bill Miskelly,screenplay,tt0089090
31949,Craig Reid,screenplay,tt0360921
31950,Robin Shou,screenplay,tt0360921
31951,Edgar Muñiz,story,tt1993410
31952,Jaya B.,story & screenplay,tt2334727
31953,Shyam Manohar,dialogue,tt2334727
31954,Mary Barreiro,story,tt3730168
31955,Heloise Magny,story,tt3730168
31956,Margarita Manoilow,story,tt3730168
31957,Nate Riddle,story,tt3730168
31958,Malorie Shmyr,story,tt3730168
31959,Charles Woods,story,tt3730168
31960,Agnes Kyungmee Lim,story,tt1604142
31961,H.M. Walker,dialogue,tt0021958
31962,Paul Auster,novel,tt3350042
31963,Alejandro Chomski,screenplay,tt3350042
31964,Shahzad Ahmad,screenplay,tt3173712
31965,Varadraj Swami,screenplay,tt3173712
31966,Balajee Tiwari,story,tt3173712
31967,Jack Lait Jr.,screenplay,tt0037360
31968,Norman Houston,screenplay,tt0037360
31969,Clarence E. Mulford,based on characters created by,tt0037360
31970,Masashi Yamamoto,screenplay,tt4296022
31971,George Ade,story,tt0005287
31972,Craig Bartlett,creator,tt0338638
31973,Constance Strickland,story,tt4518290
31974,Norman Smyth,script editor,tt1897959
31975,Jun Furushô,screenplay,tt0190481
31976,Fernando Fernán Gómez,based on his novel,tt0097831
31977,Fernando Fernán Gómez,story,tt0097831
31978,Cal Howard,story,tt0153040
31979,Ian Keiser,screenplay,tt1238772
31980,Shaun Lapacek,screenplay,tt1238772
31981,Bill Peet,story,tt0043145
31982,Milt Banta,story,tt0043145
31983,Kurt Vogelmann,screenplay,tt0063859
31984,Sergio Donati,screenplay,tt0063859
31985,Primo Zeglio,screenplay,tt0063859
31986,Kurt Vogelmann,story,tt0063859
31987,Parthiban Shanmugam,screenplay,tt1213870
31988,Parthiban Shanmugam,story,tt1213870
31989,Braddon Mendelson,treatment,tt0472726
31990,Bert R. Mendoza,story,tt5570226
31991,Phil Alden Robinson,characters,tt0101672
31992,Winston Miller,screenplay,tt0053192
31993,Ray Livingston Murphy,story,tt0053192
31994,Elena Bucaccio,screenplay,tt3764194
31995,Luca Miniero,screenplay,tt3764194
31996,Jeffrey Schallert,story,tt4665626
31997,Nathyn Masters,story,tt0841184
31998,J.H. Rogers III,story,tt0841184
31999,J.H. Rogers III,screenplay,tt0841184
32000,Garon Tsuchiya,manga,tt7246942
32001,Takashi Imashiro,manga,tt7246942
32002,Eric Kiflawi,story,tt3856806
32003,Yvan Le Moine,screenplay,tt0429216
32004,Michel Tournier,novel,tt0429216
32005,Norman Houston,screenplay,tt0038241
32006,Zane Grey,novel,tt0038241
32007,Hiromu Arakawa,creator,tt0953422
32008,Olivier Lavielle,story,tt3531504
32009,Mack Duncan,story,tt3021102
32010,Bill Berg,story,tt0042680
32011,Nick George,story,tt0042680
32012,Delmer Daves,original screenplay,tt0495918
32013,Rowan Woods,narration,tt0177199
32014,Laird Doyle,adaptation,tt0023333
32015,Alfred J. Goulding,story,tt0329681
32016,Dan Evans,story,tt3408338
32017,Val Burton,original screenplay,tt0035985
32018,Muriel Roy Bolton,original screenplay,tt0035985
32019,Aleen Leslie,additional dialogue,tt0035985
32020,Mary Cathcart Borer,story by,tt0169835
32021,Henry Geddes,script,tt0169835
32022,Charles Dickens,unfinished novel,tt0004376
32023,Puneet Sira,screenplay,tt1369839
32024,Jay Verma,dialogue,tt1369839
32025,Kyle Mangrum,screenplay,tt1289418
32026,David Matheny,story,tt1289418
32027,John Campbell-Mac,screenplay,tt1183935
32028,Helen Grace,screenplay,tt1183935
32029,Jason Lee Hyde,screenplay,tt1183935
32030,Chris Regan,screenplay,tt1183935
32031,Chris Regan,story,tt1183935
32032,George Stelzner,story,tt1575517
32033,Johnson Chan,screenwriter,tt1575517
32034,Steven Palmer Peterson,screenwriter,tt1575517
32035,Mauricio Arango,story,tt2088764
32036,Jack Vaughn,original story,tt0152721
32037,Jay Kulp,original story,tt0152721
32038,Jay Kulp,screenplay,tt0152721
32039,Mort R. Lewis,story,tt0344078
32040,T. McKnight,story,tt0344078
32041,Aleksandr Adabashyan,story and screenplay,tt0093664
32042,Nikita Mikhalkov,story and screenplay,tt0093664
32043,Suso Cecchi D'Amico,scenario collaborator,tt0093664
32044,Anton Chekhov,short stories,tt0093664
32045,Harry Alan Towers,screenplay,tt0193065
32046,Michael Hoggard,script,tt3323068
32047,Woody Allen,teleplay,tt0109644
32048,Woody Allen,play,tt0109644
32049,Chuck Mittan,characters,tt3556108
32050,Mickey Rapkin,based on the book by,tt2848292
32051,Seungha Na,story,tt3751420
32052,Heri Yoo,story,tt3751420
32053,Homer Brightman,story,tt0236434
32054,Leete Renick Brown,original idea,tt0043275
32055,Herman W. Gockel,religious dialogue,tt0043275
32056,Charles F. Royal,screenplay,tt0043275
32057,Kai Schneppel,idea,tt0805185
32058,Robert Krause,idea,tt0805185
32059,Paul Burch,original story,tt1387361
32060,Shaun Paul Costello,original screenplay,tt1387361
32061,Pier Maria Frassinetti,story,tt0052570
32062,John Davis Hart,English language dialogue,tt0052570
32063,Kosmas Politis,novel,tt0196536
32064,Roland Lanza,story,tt0387693
32065,Randolph Scott,story,tt0387693
32066,Monte Brice,story,tt0018470
32067,Percy Heath,screenplay,tt0018470
32068,Percy Heath,story,tt0018470
32069,George Marion Jr.,titles,tt0018470
32070,Gray Ellis,creator,tt2854862
32071,Aaron Michael Lacey,story,tt0123817
32072,Harriet Barbir,screenplay,tt1679307
32073,Fiona Bavinton,screenplay,tt1679307
32074,Harriet Barbir,story,tt1679307
32075,Fiona Bavinton,story,tt1679307
32076,Clare Cahill,story,tt1679307
32077,Katie Langford,story,tt1679307
32078,H.C. Bohlander,story,tt0383620
32079,Charlie Meadows,screenplay,tt2284752
32080,David DeCoteau,story,tt2284752
32081,Charlie Meadows,story,tt2284752
32082,Nathaniel Hawthorne,based on the stories by,tt0057608
32083,Flor Canosa,screenplay,tt5165936
32084,Dany Casco,original idea,tt5165936
32085,Simon Ratziel,original idea,tt5165936
32086,Yuri Chernyakov,screenplay,tt1130744
32087,Steve Morelli,screenplay,tt0337528
32088,Justin Stanley,screenplay by,tt2090465
32089,Marc Frydman,screenplay by,tt2090465
32090,Edithe Swensen,teleplay,tt1065291
32091,Maria Nation,story,tt1065291
32092,Edithe Swensen,story,tt1065291
32093,Marion Zola,based on the book by,tt1065291
32094,Laird Doyle,story,tt0026261
32095,Laird Doyle,screen play,tt0026261
32096,Carol Ryrie Brink,novel,tt3582876
32097,Shûhei Fujisawa,short story,tt1487916
32098,Yasuo Hasegawa,screenplay,tt1487916
32099,Kenzaburô Iida,screenplay,tt1487916
32100,R.N.F. Evans,story,tt0275673
32101,J. Arthur Rank,story,tt0275673
32102,Neil Pollner,story by,tt6870230
32103,Dena Waxman,story by,tt6870230
32104,Max Linder,scenario,tt0278113
32105,Unscripted Unscripted,story,tt3268064
32106,Todd J. Greenwald,creator,tt1369845
32107,Rosamond Marshall,novel,tt0053582
32108,Robert Thom,screenplay,tt0053582
32109,Henry Cobbold,teleplay,tt0114248
32110,Melanie Finn,segment,tt0114248
32111,Karl Harter,book,tt0960098
32112,Michael Caughill,screenplay,tt0960098
32113,Michael Graf,screenplay,tt0960098
32114,John Besmer,screenplay,tt0960098
32115,Eric Mandelbaum,screenplay,tt0960098
32116,Tim Toyama,play,tt0141963
32117,Riichi Nakaba,novel,tt0142458
32118,Masa Nakamura,screenplay,tt0142458
32119,Joseph LaRocca,script,tt1553135
32120,George W. Pyper,scenario,tt0334722
32121,George W. Pyper,story,tt0334722
32122,Carlo Gozzi,play,tt0256599
32123,Véra Janacopoulos,libretto,tt0256599
32124,Sergei Prokofiev,libretto,tt0256599
32125,Jose Leon Sanchez,novel,tt0327966
32126,Martin Csaba,screenplay,tt1458730
32127,Teresa Stefan,story,tt1396531
32128,Alexandra Hetmerová,screenplay,tt1415907
32129,Edgar Rice Burroughs,characters,tt0057560
32130,Oscar Estévez,screenplay,tt1646973
32131,Gustavo Hernández,story,tt1646973
32132,Gustavo Rojo,story,tt1646973
32133,Robert Louis Stevenson,short story,tt0037549
32134,Philip MacDonald,written for the screen by,tt0037549
32135,Val Lewton,written for the screen by,tt0037549
32136,Ivan Turgenev,novel,tt3235258
32137,William M. Conselman,screenplay,tt0033068
32138,Douglas Furber,screenplay,tt0033068
32139,Arthur F. Goodrich,play,tt0033068
32140,Tom Phipps,screenplay,tt0033068
32141,Ben Travers,screenplay,tt0033068
32142,Lillian Hellman,by,tt0033836
32143,Lillian Hellman,screen play,tt0033836
32144,Arthur Kober,additional scenes and dialogue,tt0033836
32145,Dorothy Parker,additional scenes and dialogue,tt0033836
32146,Alan Campbell,additional scenes and dialogue,tt0033836
32147,Randy Molnar,additional dialogue,tt1345904
32148,Tsukasa Sasaki,based on the novel by,tt2315224
32149,Shinsuke Yamaoka,screenplay,tt2315224
32150,Tyler Cole,screenplay,tt1378789
32151,Tom Reed,screen play,tt0025459
32152,Niven Busch,screen play,tt0025459
32153,George S. Kaufman,"based on play: ""The Dark Tower"" by",tt0025459
32154,Alexander Woollcott,"based on play: ""The Dark Tower"" by",tt0025459
32155,Samuel Fuller,created by,tt5023966
32156,Carlos Avilez,teleplay,tt1654060
32157,Bernardo Santareno,play,tt1654060
32158,Neil Ewart,script,tt2165779
32159,David Clair,story,tt1890455
32160,Marcus Nash,story,tt1890455
32161,Arthur Shirley,play,tt1268213
32162,Scott Swanton,teleplay,tt0095741
32163,Greg McCarty,teleplay,tt0095741
32164,Scott Swanton,story,tt0095741
32165,Greg McCarty,story,tt0095741
32166,Steven Payne,story,tt3571046
32167,Tanner Beard,screenplay,tt4201788
32168,Tanner Beard,story,tt4201788
32169,Russell Quinn Cummings,story,tt4201788
32170,Sasa Talpes,creator,tt1020944
32171,Tushar Hiranandani,story,tt4675030
32172,Akash Kaushik,screenplay and dialogue,tt4675030
32173,Madhur Sharma,dialogue,tt4675030
32174,Madhur Sharma,screenplay,tt4675030
32175,Jonathan Marcus,story,tt1563146
32176,Jill Morris,story,tt1563146
32177,Will Newman,story,tt1563146
32178,Garrett Fort,story,tt0017654
32179,George McManus,cartoon Let George Do It,tt0321444
32180,Forrest Sheldon,story,tt0022988
32181,Betty Burbridge,adaptation,tt0022988
32182,Tai Emeka Obasi,screenplay,tt1111308
32183,Sunday Ojiego,story,tt1111308
32184,Ola Shoyinka,story,tt1111308
32185,Brian Singleton,story,tt1578847
32186,Josef Váchal,novel,tt0104643
32187,Seth McEvoy,book,tt0098003
32188,Kevin Osborn,character,tt0098003
32189,Timo Koivusalo,screenplay,tt1145479
32190,Väinö Linna,novel,tt1145479
32191,Charlotte Knight,adaptation,tt0268347
32192,Mark Lowell,story,tt0052739
32193,Jan Englund,story,tt0052739
32194,Burt Topper,screenplay,tt0052739
32195,Mark Lowell,screenplay,tt0052739
32196,Jan Englund,screenplay,tt0052739
32197,Kenneth Bradley,story,tt3462384
32198,B. Todd Johnston,story,tt3462384
32199,Justin Poage,story,tt3462384
32200,Michael J. Sarna,story,tt4212984
32201,H.C. Witwer,story,tt0781484
32202,Lúcia Araújo,book,tt0318590
32203,Robert E. Howard,based on the character created by,tt0087078
32204,Roy Thomas,story by,tt0087078
32205,Gerry Conway,story by,tt0087078
32206,Stanley Mann,screenplay by,tt0087078
32207,Victor Menzies,commentary writer,tt3018284
32208,C.W. Kahles,comic strip Hairbreadth Harry,tt1003445
32209,Al Martin,titles,tt1003445
